[10:57:51.672 18/12/1990]	N	0.750	N	[10:57:52.422 18/12/1990]
[10:57:52.422 18/12/1990]	N	0.742	N	[10:57:53.164 18/12/1990]
[10:57:53.164 18/12/1990]	N	0.734	N	[10:57:53.898 18/12/1990]
[10:57:53.898 18/12/1990]	N	0.742	N	[10:57:54.641 18/12/1990]
[10:57:54.641 18/12/1990]	N	0.742	N	[10:57:55.383 18/12/1990]
[10:57:55.383 18/12/1990]	N	0.750	N	[10:57:56.133 18/12/1990]
[10:57:56.133 18/12/1990]	N	0.742	N	[10:57:56.875 18/12/1990]
[10:57:56.875 18/12/1990]	N	0.758	N	[10:57:57.633 18/12/1990]
[10:57:57.633 18/12/1990]	N	0.758	N	[10:57:58.391 18/12/1990]
[10:57:58.391 18/12/1990]	N	0.758	N	[10:57:59.148 18/12/1990]
[10:57:59.148 18/12/1990]	N	0.766	N	[10:57:59.914 18/12/1990]
[10:57:59.914 18/12/1990]	N	0.750	N	[10:58:00.664 18/12/1990]
[10:58:00.664 18/12/1990]	N	0.750	N	[10:58:01.414 18/12/1990]
[10:58:01.414 18/12/1990]	N	0.742	N	[10:58:02.156 18/12/1990]
[10:58:02.156 18/12/1990]	N	0.750	N	[10:58:02.906 18/12/1990]
[10:58:02.906 18/12/1990]	N	0.734	N	[10:58:03.641 18/12/1990]
[10:58:03.641 18/12/1990]	N	0.734	N	[10:58:04.375 18/12/1990]
[10:58:04.375 18/12/1990]	N	0.734	N	[10:58:05.109 18/12/1990]
[10:58:05.109 18/12/1990]	N	0.750	N	[10:58:05.859 18/12/1990]
[10:58:05.859 18/12/1990]	N	0.734	N	[10:58:06.594 18/12/1990]
[10:58:06.594 18/12/1990]	N	0.734	N	[10:58:07.328 18/12/1990]
[10:58:07.328 18/12/1990]	N	0.727	N	[10:58:08.055 18/12/1990]
[10:58:08.055 18/12/1990]	N	0.734	N	[10:58:08.789 18/12/1990]
[10:58:08.789 18/12/1990]	N	0.727	N	[10:58:09.516 18/12/1990]
[10:58:09.516 18/12/1990]	N	0.727	N	[10:58:10.242 18/12/1990]
[10:58:10.242 18/12/1990]	N	0.727	N	[10:58:10.969 18/12/1990]
[10:58:10.969 18/12/1990]	N	0.727	N	[10:58:11.695 18/12/1990]
[10:58:11.695 18/12/1990]	N	0.734	N	[10:58:12.430 18/12/1990]
[10:58:12.430 18/12/1990]	N	0.711	N	[10:58:13.141 18/12/1990]
[10:58:13.141 18/12/1990]	N	0.727	N	[10:58:13.867 18/12/1990]
[10:58:13.867 18/12/1990]	N	0.734	N	[10:58:14.602 18/12/1990]
[10:58:14.602 18/12/1990]	N	0.734	N	[10:58:15.336 18/12/1990]
[10:58:15.336 18/12/1990]	N	0.734	N	[10:58:16.070 18/12/1990]
[10:58:16.070 18/12/1990]	N	0.750	N	[10:58:16.820 18/12/1990]
[10:58:16.820 18/12/1990]	N	0.734	N	[10:58:17.555 18/12/1990]
[10:58:17.555 18/12/1990]	N	0.742	N	[10:58:18.297 18/12/1990]
[10:58:18.297 18/12/1990]	N	0.734	N	[10:58:19.031 18/12/1990]
[10:58:19.031 18/12/1990]	N	0.727	N	[10:58:19.758 18/12/1990]
[10:58:19.758 18/12/1990]	N	0.727	N	[10:58:20.484 18/12/1990]
[10:58:20.484 18/12/1990]	N	0.727	N	[10:58:21.211 18/12/1990]
[10:58:21.211 18/12/1990]	N	0.742	N	[10:58:21.953 18/12/1990]
[10:58:21.953 18/12/1990]	N	0.734	N	[10:58:22.688 18/12/1990]
[10:58:22.688 18/12/1990]	N	0.727	N	[10:58:23.414 18/12/1990]
[10:58:23.414 18/12/1990]	N	0.734	N	[10:58:24.148 18/12/1990]
[10:58:24.148 18/12/1990]	N	0.750	N	[10:58:24.898 18/12/1990]
[10:58:24.898 18/12/1990]	N	0.734	N	[10:58:25.633 18/12/1990]
[10:58:25.633 18/12/1990]	N	0.742	N	[10:58:26.375 18/12/1990]
[10:58:26.375 18/12/1990]	N	0.734	N	[10:58:27.109 18/12/1990]
[10:58:27.109 18/12/1990]	N	0.750	N	[10:58:27.859 18/12/1990]
[10:58:27.859 18/12/1990]	N	0.750	N	[10:58:28.609 18/12/1990]
[10:58:28.609 18/12/1990]	N	0.750	N	[10:58:29.359 18/12/1990]
[10:58:29.359 18/12/1990]	N	0.742	N	[10:58:30.102 18/12/1990]
[10:58:30.102 18/12/1990]	N	0.742	N	[10:58:30.844 18/12/1990]
[10:58:30.844 18/12/1990]	N	0.750	N	[10:58:31.594 18/12/1990]
[10:58:31.594 18/12/1990]	N	0.742	N	[10:58:32.336 18/12/1990]
[10:58:32.336 18/12/1990]	N	0.742	N	[10:58:33.078 18/12/1990]
[10:58:33.078 18/12/1990]	N	0.742	N	[10:58:33.820 18/12/1990]
[10:58:33.820 18/12/1990]	N	0.750	N	[10:58:34.570 18/12/1990]
[10:58:34.570 18/12/1990]	N	0.750	N	[10:58:35.320 18/12/1990]
[10:58:35.320 18/12/1990]	N	0.734	N	[10:58:36.055 18/12/1990]
[10:58:36.055 18/12/1990]	N	0.742	N	[10:58:36.797 18/12/1990]
[10:58:36.797 18/12/1990]	N	0.734	N	[10:58:37.531 18/12/1990]
[10:58:37.531 18/12/1990]	N	0.742	N	[10:58:38.273 18/12/1990]
[10:58:38.273 18/12/1990]	N	0.727	N	[10:58:39.000 18/12/1990]
[10:58:39.000 18/12/1990]	N	0.734	N	[10:58:39.734 18/12/1990]
[10:58:39.734 18/12/1990]	N	0.734	N	[10:58:40.469 18/12/1990]
[10:58:40.469 18/12/1990]	N	0.742	N	[10:58:41.211 18/12/1990]
[10:58:41.211 18/12/1990]	N	0.734	N	[10:58:41.945 18/12/1990]
[10:58:41.945 18/12/1990]	N	0.742	N	[10:58:42.688 18/12/1990]
[10:58:42.688 18/12/1990]	N	0.750	N	[10:58:43.438 18/12/1990]
[10:58:43.438 18/12/1990]	N	0.758	N	[10:58:44.195 18/12/1990]
[10:58:44.195 18/12/1990]	N	0.750	N	[10:58:44.945 18/12/1990]
[10:58:44.945 18/12/1990]	N	0.750	N	[10:58:45.695 18/12/1990]
[10:58:45.695 18/12/1990]	N	0.750	N	[10:58:46.445 18/12/1990]
[10:58:46.445 18/12/1990]	N	0.750	N	[10:58:47.195 18/12/1990]
[10:58:47.195 18/12/1990]	N	0.750	N	[10:58:47.945 18/12/1990]
[10:58:47.945 18/12/1990]	N	0.750	N	[10:58:48.695 18/12/1990]
[10:58:48.695 18/12/1990]	N	0.758	N	[10:58:49.453 18/12/1990]
[10:58:49.453 18/12/1990]	N	0.734	N	[10:58:50.188 18/12/1990]
[10:58:50.188 18/12/1990]	N	0.742	N	[10:58:50.930 18/12/1990]
[10:58:50.930 18/12/1990]	N	0.734	N	[10:58:51.664 18/12/1990]
[10:58:51.664 18/12/1990]	N	0.742	N	[10:58:52.406 18/12/1990]
[10:58:52.406 18/12/1990]	N	0.727	N	[10:58:53.133 18/12/1990]
[10:58:53.133 18/12/1990]	N	0.742	N	[10:58:53.875 18/12/1990]
[10:58:53.875 18/12/1990]	N	0.727	N	[10:58:54.602 18/12/1990]
[10:58:54.602 18/12/1990]	N	0.734	N	[10:58:55.336 18/12/1990]
[10:58:55.336 18/12/1990]	N	0.742	N	[10:58:56.078 18/12/1990]
[10:58:56.078 18/12/1990]	N	0.727	N	[10:58:56.805 18/12/1990]
[10:58:56.805 18/12/1990]	N	0.742	N	[10:58:57.547 18/12/1990]
[10:58:57.547 18/12/1990]	N	0.727	N	[10:58:58.273 18/12/1990]
[10:58:58.273 18/12/1990]	N	0.742	N	[10:58:59.016 18/12/1990]
[10:58:59.016 18/12/1990]	N	0.727	N	[10:58:59.742 18/12/1990]
[10:58:59.742 18/12/1990]	N	0.734	N	[10:59:00.477 18/12/1990]
[10:59:00.477 18/12/1990]	N	0.734	N	[10:59:01.211 18/12/1990]
[10:59:01.211 18/12/1990]	N	0.727	N	[10:59:01.938 18/12/1990]
[10:59:01.938 18/12/1990]	N	0.711	N	[10:59:02.648 18/12/1990]
[10:59:02.648 18/12/1990]	N	0.719	N	[10:59:03.367 18/12/1990]
[10:59:03.367 18/12/1990]	N	0.719	N	[10:59:04.086 18/12/1990]
[10:59:04.086 18/12/1990]	N	0.711	N	[10:59:04.797 18/12/1990]
[10:59:04.797 18/12/1990]	N	0.719	N	[10:59:05.516 18/12/1990]
[10:59:05.516 18/12/1990]	N	0.719	N	[10:59:06.234 18/12/1990]
[10:59:06.234 18/12/1990]	N	0.719	N	[10:59:06.953 18/12/1990]
[10:59:06.953 18/12/1990]	N	0.719	N	[10:59:07.672 18/12/1990]
[10:59:07.672 18/12/1990]	N	0.719	N	[10:59:08.391 18/12/1990]
[10:59:08.391 18/12/1990]	N	0.727	N	[10:59:09.117 18/12/1990]
[10:59:09.117 18/12/1990]	N	0.727	N	[10:59:09.844 18/12/1990]
[10:59:09.844 18/12/1990]	N	0.727	N	[10:59:10.570 18/12/1990]
[10:59:10.570 18/12/1990]	N	0.742	N	[10:59:11.313 18/12/1990]
[10:59:11.313 18/12/1990]	N	0.734	N	[10:59:12.047 18/12/1990]
[10:59:12.047 18/12/1990]	N	0.727	N	[10:59:12.773 18/12/1990]
[10:59:12.773 18/12/1990]	N	0.727	N	[10:59:13.500 18/12/1990]
[10:59:13.500 18/12/1990]	N	0.719	N	[10:59:14.219 18/12/1990]
[10:59:14.219 18/12/1990]	N	0.727	N	[10:59:14.945 18/12/1990]
[10:59:14.945 18/12/1990]	N	0.719	N	[10:59:15.664 18/12/1990]
[10:59:15.664 18/12/1990]	N	0.734	N	[10:59:16.398 18/12/1990]
[10:59:16.398 18/12/1990]	N	0.742	N	[10:59:17.141 18/12/1990]
[10:59:17.141 18/12/1990]	N	0.742	N	[10:59:17.883 18/12/1990]
[10:59:17.883 18/12/1990]	N	0.750	N	[10:59:18.633 18/12/1990]
[10:59:18.633 18/12/1990]	N	0.758	N	[10:59:19.391 18/12/1990]
[10:59:19.391 18/12/1990]	N	0.766	N	[10:59:20.156 18/12/1990]
[10:59:20.156 18/12/1990]	N	0.766	N	[10:59:20.922 18/12/1990]
[10:59:20.922 18/12/1990]	N	0.789	N	[10:59:21.711 18/12/1990]
[10:59:21.711 18/12/1990]	N	0.773	N	[10:59:22.484 18/12/1990]
[10:59:22.484 18/12/1990]	N	0.766	N	[10:59:23.250 18/12/1990]
[10:59:23.250 18/12/1990]	N	0.766	N	[10:59:24.016 18/12/1990]
[10:59:24.016 18/12/1990]	N	0.766	N	[10:59:24.781 18/12/1990]
[10:59:24.781 18/12/1990]	N	0.773	N	[10:59:25.555 18/12/1990]
[10:59:25.555 18/12/1990]	N	0.766	N	[10:59:26.320 18/12/1990]
[10:59:26.320 18/12/1990]	N	0.781	N	[10:59:27.102 18/12/1990]
[10:59:27.102 18/12/1990]	N	0.773	N	[10:59:27.875 18/12/1990]
[10:59:27.875 18/12/1990]	N	0.773	N	[10:59:28.648 18/12/1990]
[10:59:28.648 18/12/1990]	N	0.766	N	[10:59:29.414 18/12/1990]
[10:59:29.414 18/12/1990]	N	0.781	N	[10:59:30.195 18/12/1990]
[10:59:30.195 18/12/1990]	N	0.766	N	[10:59:30.961 18/12/1990]
[10:59:30.961 18/12/1990]	N	0.773	N	[10:59:31.734 18/12/1990]
[10:59:31.734 18/12/1990]	N	0.758	N	[10:59:32.492 18/12/1990]
[10:59:32.492 18/12/1990]	N	0.758	N	[10:59:33.250 18/12/1990]
[10:59:33.250 18/12/1990]	N	0.758	N	[10:59:34.008 18/12/1990]
[10:59:34.008 18/12/1990]	N	0.742	N	[10:59:34.750 18/12/1990]
[10:59:34.750 18/12/1990]	N	0.750	N	[10:59:35.500 18/12/1990]
[10:59:35.500 18/12/1990]	N	0.734	N	[10:59:36.234 18/12/1990]
[10:59:36.234 18/12/1990]	N	0.750	N	[10:59:36.984 18/12/1990]
[10:59:36.984 18/12/1990]	N	0.734	N	[10:59:37.719 18/12/1990]
[10:59:37.719 18/12/1990]	N	0.727	N	[10:59:38.445 18/12/1990]
[10:59:38.445 18/12/1990]	N	0.750	N	[10:59:39.195 18/12/1990]
[10:59:39.195 18/12/1990]	N	0.734	N	[10:59:39.930 18/12/1990]
[10:59:39.930 18/12/1990]	N	0.742	N	[10:59:40.672 18/12/1990]
[10:59:40.672 18/12/1990]	N	0.727	N	[10:59:41.398 18/12/1990]
[10:59:41.398 18/12/1990]	N	0.727	N	[10:59:42.125 18/12/1990]
[10:59:42.125 18/12/1990]	N	0.727	N	[10:59:42.852 18/12/1990]
[10:59:42.852 18/12/1990]	N	0.719	N	[10:59:43.570 18/12/1990]
[10:59:43.570 18/12/1990]	N	0.727	N	[10:59:44.297 18/12/1990]
[10:59:44.297 18/12/1990]	N	0.719	N	[10:59:45.016 18/12/1990]
[10:59:45.016 18/12/1990]	N	0.703	N	[10:59:45.719 18/12/1990]
[10:59:45.719 18/12/1990]	N	0.734	N	[10:59:46.453 18/12/1990]
[10:59:46.453 18/12/1990]	N	0.719	N	[10:59:47.172 18/12/1990]
[10:59:47.172 18/12/1990]	N	0.719	N	[10:59:47.891 18/12/1990]
[10:59:47.891 18/12/1990]	N	0.727	N	[10:59:48.617 18/12/1990]
[10:59:48.617 18/12/1990]	N	0.734	N	[10:59:49.352 18/12/1990]
[10:59:49.352 18/12/1990]	N	0.742	N	[10:59:50.094 18/12/1990]
[10:59:50.094 18/12/1990]	N	0.742	N	[10:59:50.836 18/12/1990]
[10:59:50.836 18/12/1990]	N	0.750	N	[10:59:51.586 18/12/1990]
[10:59:51.586 18/12/1990]	N	0.750	N	[10:59:52.336 18/12/1990]
[10:59:52.336 18/12/1990]	N	0.750	N	[10:59:53.086 18/12/1990]
[10:59:53.086 18/12/1990]	N	0.750	N	[10:59:53.836 18/12/1990]
[10:59:53.836 18/12/1990]	N	0.758	N	[10:59:54.594 18/12/1990]
[10:59:54.594 18/12/1990]	N	0.742	N	[10:59:55.336 18/12/1990]
[10:59:55.336 18/12/1990]	N	0.750	N	[10:59:56.086 18/12/1990]
[10:59:56.086 18/12/1990]	N	0.742	N	[10:59:56.828 18/12/1990]
[10:59:56.828 18/12/1990]	N	0.734	N	[10:59:57.563 18/12/1990]
[10:59:57.563 18/12/1990]	N	0.734	N	[10:59:58.297 18/12/1990]
[10:59:58.297 18/12/1990]	N	0.734	N	[10:59:59.031 18/12/1990]
[10:59:59.031 18/12/1990]	N	0.734	N	[10:59:59.766 18/12/1990]
[10:59:59.766 18/12/1990]	N	0.719	N	[11:00:00.484 18/12/1990]
[11:00:00.484 18/12/1990]	N	0.734	N	[11:00:01.219 18/12/1990]
[11:00:01.219 18/12/1990]	N	0.719	N	[11:00:01.938 18/12/1990]
[11:00:01.938 18/12/1990]	N	0.734	N	[11:00:02.672 18/12/1990]
[11:00:02.672 18/12/1990]	N	0.719	N	[11:00:03.391 18/12/1990]
[11:00:03.391 18/12/1990]	N	0.719	N	[11:00:04.109 18/12/1990]
[11:00:04.109 18/12/1990]	N	0.719	N	[11:00:04.828 18/12/1990]
[11:00:04.828 18/12/1990]	N	0.695	N	[11:00:05.523 18/12/1990]
[11:00:05.523 18/12/1990]	N	0.719	N	[11:00:06.242 18/12/1990]
[11:00:06.242 18/12/1990]	N	0.711	N	[11:00:06.953 18/12/1990]
[11:00:06.953 18/12/1990]	N	0.719	N	[11:00:07.672 18/12/1990]
[11:00:07.672 18/12/1990]	N	0.719	N	[11:00:08.391 18/12/1990]
[11:00:08.391 18/12/1990]	N	0.734	N	[11:00:09.125 18/12/1990]
[11:00:09.125 18/12/1990]	N	0.742	N	[11:00:09.867 18/12/1990]
[11:00:09.867 18/12/1990]	N	0.742	N	[11:00:10.609 18/12/1990]
[11:00:10.609 18/12/1990]	N	0.742	N	[11:00:11.352 18/12/1990]
[11:00:11.352 18/12/1990]	N	0.750	N	[11:00:12.102 18/12/1990]
[11:00:12.102 18/12/1990]	N	0.766	N	[11:00:12.867 18/12/1990]
[11:00:12.867 18/12/1990]	N	0.758	N	[11:00:13.625 18/12/1990]
[11:00:13.625 18/12/1990]	N	0.758	N	[11:00:14.383 18/12/1990]
[11:00:14.383 18/12/1990]	N	0.742	N	[11:00:15.125 18/12/1990]
[11:00:15.125 18/12/1990]	N	4.500	N	[11:00:19.625 18/12/1990]
[11:00:19.625 18/12/1990]	N	0.750	N	[11:00:20.375 18/12/1990]
[11:00:20.375 18/12/1990]	N	0.742	N	[11:00:21.117 18/12/1990]
[11:00:21.117 18/12/1990]	N	0.766	N	[11:00:21.883 18/12/1990]
[11:00:21.883 18/12/1990]	N	0.766	N	[11:00:22.648 18/12/1990]
[11:00:22.648 18/12/1990]	N	0.773	N	[11:00:23.422 18/12/1990]
[11:00:23.422 18/12/1990]	N	0.773	N	[11:00:24.195 18/12/1990]
[11:00:24.195 18/12/1990]	N	0.781	N	[11:00:24.977 18/12/1990]
[11:00:24.977 18/12/1990]	N	0.789	N	[11:00:25.766 18/12/1990]
[11:00:25.766 18/12/1990]	N	0.781	N	[11:00:26.547 18/12/1990]
[11:00:26.547 18/12/1990]	N	0.773	N	[11:00:27.320 18/12/1990]
[11:00:27.320 18/12/1990]	N	0.766	N	[11:00:28.086 18/12/1990]
[11:00:28.086 18/12/1990]	N	0.773	N	[11:00:28.859 18/12/1990]
[11:00:28.859 18/12/1990]	N	0.781	N	[11:00:29.641 18/12/1990]
[11:00:29.641 18/12/1990]	N	0.773	N	[11:00:30.414 18/12/1990]
[11:00:30.414 18/12/1990]	N	0.766	N	[11:00:31.180 18/12/1990]
[11:00:31.180 18/12/1990]	N	0.773	N	[11:00:31.953 18/12/1990]
[11:00:31.953 18/12/1990]	N	0.766	N	[11:00:32.719 18/12/1990]
[11:00:32.719 18/12/1990]	N	0.383	V	[11:00:33.102 18/12/1990]
[11:00:33.102 18/12/1990]	V	1.125	N	[11:00:34.227 18/12/1990]
[11:00:34.227 18/12/1990]	N	0.766	N	[11:00:34.992 18/12/1990]
[11:00:34.992 18/12/1990]	N	0.766	N	[11:00:35.758 18/12/1990]
[11:00:35.758 18/12/1990]	N	0.750	N	[11:00:36.508 18/12/1990]
[11:00:36.508 18/12/1990]	N	0.750	N	[11:00:37.258 18/12/1990]
[11:00:37.258 18/12/1990]	N	0.742	N	[11:00:38.000 18/12/1990]
[11:00:38.000 18/12/1990]	N	0.742	N	[11:00:38.742 18/12/1990]
[11:00:38.742 18/12/1990]	N	0.734	N	[11:00:39.477 18/12/1990]
[11:00:39.477 18/12/1990]	N	0.719	N	[11:00:40.195 18/12/1990]
[11:00:40.195 18/12/1990]	N	0.734	N	[11:00:40.930 18/12/1990]
[11:00:40.930 18/12/1990]	N	0.727	N	[11:00:41.656 18/12/1990]
[11:00:41.656 18/12/1990]	N	0.734	N	[11:00:42.391 18/12/1990]
[11:00:42.391 18/12/1990]	N	0.727	N	[11:00:43.117 18/12/1990]
[11:00:43.117 18/12/1990]	N	0.734	N	[11:00:43.852 18/12/1990]
[11:00:43.852 18/12/1990]	N	0.734	N	[11:00:44.586 18/12/1990]
[11:00:44.586 18/12/1990]	N	0.742	N	[11:00:45.328 18/12/1990]
[11:00:45.328 18/12/1990]	N	0.758	N	[11:00:46.086 18/12/1990]
[11:00:46.086 18/12/1990]	N	0.758	N	[11:00:46.844 18/12/1990]
[11:00:46.844 18/12/1990]	N	0.758	N	[11:00:47.602 18/12/1990]
[11:00:47.602 18/12/1990]	N	0.773	N	[11:00:48.375 18/12/1990]
[11:00:48.375 18/12/1990]	N	0.773	N	[11:00:49.148 18/12/1990]
[11:00:49.148 18/12/1990]	N	0.781	N	[11:00:49.930 18/12/1990]
[11:00:49.930 18/12/1990]	N	0.789	N	[11:00:50.719 18/12/1990]
[11:00:50.719 18/12/1990]	N	0.781	N	[11:00:51.500 18/12/1990]
[11:00:51.500 18/12/1990]	N	0.781	N	[11:00:52.281 18/12/1990]
[11:00:52.281 18/12/1990]	N	0.781	N	[11:00:53.063 18/12/1990]
[11:00:53.063 18/12/1990]	N	0.781	N	[11:00:53.844 18/12/1990]
[11:00:53.844 18/12/1990]	N	0.781	N	[11:00:54.625 18/12/1990]
[11:00:54.625 18/12/1990]	N	0.789	N	[11:00:55.414 18/12/1990]
[11:00:55.414 18/12/1990]	N	0.789	N	[11:00:56.203 18/12/1990]
[11:00:56.203 18/12/1990]	N	0.797	N	[11:00:57.000 18/12/1990]
[11:00:57.000 18/12/1990]	N	0.797	N	[11:00:57.797 18/12/1990]
[11:00:57.797 18/12/1990]	N	0.797	N	[11:00:58.594 18/12/1990]
[11:00:58.594 18/12/1990]	N	0.797	N	[11:00:59.391 18/12/1990]
[11:00:59.391 18/12/1990]	N	0.805	N	[11:01:00.195 18/12/1990]
[11:01:00.195 18/12/1990]	N	0.805	N	[11:01:01.000 18/12/1990]
[11:01:01.000 18/12/1990]	N	0.781	N	[11:01:01.781 18/12/1990]
[11:01:01.781 18/12/1990]	N	0.773	N	[11:01:02.555 18/12/1990]
[11:01:02.555 18/12/1990]	N	0.773	N	[11:01:03.328 18/12/1990]
[11:01:03.328 18/12/1990]	N	0.766	N	[11:01:04.094 18/12/1990]
[11:01:04.094 18/12/1990]	N	0.758	N	[11:01:04.852 18/12/1990]
[11:01:04.852 18/12/1990]	N	0.758	N	[11:01:05.609 18/12/1990]
[11:01:05.609 18/12/1990]	N	0.758	N	[11:01:06.367 18/12/1990]
[11:01:06.367 18/12/1990]	N	0.758	N	[11:01:07.125 18/12/1990]
[11:01:07.125 18/12/1990]	N	0.773	N	[11:01:07.898 18/12/1990]
[11:01:07.898 18/12/1990]	N	0.781	N	[11:01:08.680 18/12/1990]
[11:01:08.680 18/12/1990]	N	0.773	N	[11:01:09.453 18/12/1990]
[11:01:09.453 18/12/1990]	N	0.789	N	[11:01:10.242 18/12/1990]
[11:01:10.242 18/12/1990]	N	0.789	N	[11:01:11.031 18/12/1990]
[11:01:11.031 18/12/1990]	N	0.781	N	[11:01:11.813 18/12/1990]
[11:01:11.813 18/12/1990]	N	0.805	N	[11:01:12.617 18/12/1990]
[11:01:12.617 18/12/1990]	N	0.797	N	[11:01:13.414 18/12/1990]
[11:01:13.414 18/12/1990]	N	0.789	N	[11:01:14.203 18/12/1990]
[11:01:14.203 18/12/1990]	N	0.797	N	[11:01:15.000 18/12/1990]
[11:01:15.000 18/12/1990]	N	10.406	N	[11:01:25.406 18/12/1990]
[11:01:25.406 18/12/1990]	N	0.812	N	[11:01:26.219 18/12/1990]
[11:01:26.219 18/12/1990]	N	0.805	N	[11:01:27.023 18/12/1990]
[11:01:27.023 18/12/1990]	N	0.805	N	[11:01:27.828 18/12/1990]
[11:01:27.828 18/12/1990]	N	0.797	N	[11:01:28.625 18/12/1990]
[11:01:28.625 18/12/1990]	N	0.789	N	[11:01:29.414 18/12/1990]
[11:01:29.414 18/12/1990]	N	0.406	V	[11:01:29.820 18/12/1990]
[11:01:29.820 18/12/1990]	V	1.172	N	[11:01:30.992 18/12/1990]
[11:01:30.992 18/12/1990]	N	0.797	N	[11:01:31.789 18/12/1990]
[11:01:31.789 18/12/1990]	N	0.789	N	[11:01:32.578 18/12/1990]
[11:01:32.578 18/12/1990]	N	0.789	N	[11:01:33.367 18/12/1990]
[11:01:33.367 18/12/1990]	N	0.789	N	[11:01:34.156 18/12/1990]
[11:01:34.156 18/12/1990]	N	0.773	N	[11:01:34.930 18/12/1990]
[11:01:34.930 18/12/1990]	N	0.789	N	[11:01:35.719 18/12/1990]
[11:01:35.719 18/12/1990]	N	0.789	N	[11:01:36.508 18/12/1990]
[11:01:36.508 18/12/1990]	N	0.805	N	[11:01:37.313 18/12/1990]
[11:01:37.313 18/12/1990]	N	0.812	N	[11:01:38.125 18/12/1990]
[11:01:38.125 18/12/1990]	N	0.812	N	[11:01:38.938 18/12/1990]
[11:01:38.938 18/12/1990]	N	0.805	N	[11:01:39.742 18/12/1990]
[11:01:39.742 18/12/1990]	N	0.805	N	[11:01:40.547 18/12/1990]
[11:01:40.547 18/12/1990]	N	0.805	N	[11:01:41.352 18/12/1990]
[11:01:41.352 18/12/1990]	N	0.828	N	[11:01:42.180 18/12/1990]
[11:01:42.180 18/12/1990]	N	0.820	N	[11:01:43.000 18/12/1990]
[11:01:43.000 18/12/1990]	N	0.812	N	[11:01:43.813 18/12/1990]
[11:01:43.813 18/12/1990]	N	0.805	N	[11:01:44.617 18/12/1990]
[11:01:44.617 18/12/1990]	N	0.789	N	[11:01:45.406 18/12/1990]
[11:01:45.406 18/12/1990]	N	0.391	V	[11:01:45.797 18/12/1990]
[11:01:45.797 18/12/1990]	V	1.164	N	[11:01:46.961 18/12/1990]
[11:01:46.961 18/12/1990]	N	0.781	N	[11:01:47.742 18/12/1990]
[11:01:47.742 18/12/1990]	N	0.781	N	[11:01:48.523 18/12/1990]
[11:01:48.523 18/12/1990]	N	0.766	N	[11:01:49.289 18/12/1990]
[11:01:49.289 18/12/1990]	N	0.773	N	[11:01:50.063 18/12/1990]
[11:01:50.063 18/12/1990]	N	0.766	N	[11:01:50.828 18/12/1990]
[11:01:50.828 18/12/1990]	N	0.773	N	[11:01:51.602 18/12/1990]
[11:01:51.602 18/12/1990]	N	0.766	N	[11:01:52.367 18/12/1990]
[11:01:52.367 18/12/1990]	N	0.773	N	[11:01:53.141 18/12/1990]
[11:01:53.141 18/12/1990]	N	0.766	N	[11:01:53.906 18/12/1990]
[11:01:53.906 18/12/1990]	N	0.773	N	[11:01:54.680 18/12/1990]
[11:01:54.680 18/12/1990]	N	0.758	N	[11:01:55.438 18/12/1990]
[11:01:55.438 18/12/1990]	N	0.766	N	[11:01:56.203 18/12/1990]
[11:01:56.203 18/12/1990]	N	0.766	N	[11:01:56.969 18/12/1990]
[11:01:56.969 18/12/1990]	N	0.750	N	[11:01:57.719 18/12/1990]
[11:01:57.719 18/12/1990]	N	0.758	N	[11:01:58.477 18/12/1990]
[11:01:58.477 18/12/1990]	N	0.750	N	[11:01:59.227 18/12/1990]
[11:01:59.227 18/12/1990]	N	0.742	N	[11:01:59.969 18/12/1990]
[11:01:59.969 18/12/1990]	N	0.750	N	[11:02:00.719 18/12/1990]
[11:02:00.719 18/12/1990]	N	0.750	N	[11:02:01.469 18/12/1990]
[11:02:01.469 18/12/1990]	N	0.750	N	[11:02:02.219 18/12/1990]
[11:02:02.219 18/12/1990]	N	0.766	N	[11:02:02.984 18/12/1990]
[11:02:02.984 18/12/1990]	N	0.766	N	[11:02:03.750 18/12/1990]
[11:02:03.750 18/12/1990]	N	0.758	N	[11:02:04.508 18/12/1990]
[11:02:04.508 18/12/1990]	N	0.758	N	[11:02:05.266 18/12/1990]
[11:02:05.266 18/12/1990]	N	0.750	N	[11:02:06.016 18/12/1990]
[11:02:06.016 18/12/1990]	N	0.750	N	[11:02:06.766 18/12/1990]
[11:02:06.766 18/12/1990]	N	0.758	N	[11:02:07.523 18/12/1990]
[11:02:07.523 18/12/1990]	N	0.766	N	[11:02:08.289 18/12/1990]
[11:02:08.289 18/12/1990]	N	0.750	N	[11:02:09.039 18/12/1990]
[11:02:09.039 18/12/1990]	N	0.773	N	[11:02:09.813 18/12/1990]
[11:02:09.813 18/12/1990]	N	0.750	N	[11:02:10.563 18/12/1990]
[11:02:10.563 18/12/1990]	N	0.750	N	[11:02:11.313 18/12/1990]
[11:02:11.313 18/12/1990]	N	0.758	N	[11:02:12.070 18/12/1990]
[11:02:12.070 18/12/1990]	N	0.742	N	[11:02:12.813 18/12/1990]
[11:02:12.813 18/12/1990]	N	0.750	N	[11:02:13.563 18/12/1990]
[11:02:13.563 18/12/1990]	N	0.742	N	[11:02:14.305 18/12/1990]
[11:02:14.305 18/12/1990]	N	0.742	N	[11:02:15.047 18/12/1990]
[11:02:15.047 18/12/1990]	N	0.750	N	[11:02:15.797 18/12/1990]
